Question,Generated Answer,Topic,BLEU Score,ROUGE Score,IndoBERT Similarity,Inference Time
"Berapa luas area fisik Candi Borobudur, dan apa pengakuan yang diterimanya?","Berapa luas area fisik Candi Borobudur? Luas area fisik Candi Borobudur adalah 15.129 meter persegi.Apa pengakuan yang diterimanya? Menurut Guinness World Record, Candi Borobudur menjadi Candi Buddha terbesar di dunia.",Arsitektur,"{'bleu': 0.33922324992610886, 'precisions': [0.5, 0.37142857142857144, 0.29411764705882354, 0.24242424242424243], 'brevity_penalty': 1.0, 'length_ratio': 1.0909090909090908, 'translation_length': 36, 'reference_length': 33}","{'rouge1': np.float64(0.5538461538461538), 'rouge2': np.float64(0.4444444444444444), 'rougeL': np.float64(0.49230769230769234), 'rougeLsum': np.float64(0.49230769230769234)}",0.9077831506729126,0.2788088321685791
"Apa luas keseluruhan kawasan wisata Candi Borobudur (Zona 2), dan apa saja yang termasuk di dalamnya?","Luas keseluruhan kawasan wisata Candi Borobudur (Zona 2) adalah 42,3 hektar. Di dalamnya terdapat beberapa fasilitas pendukung, seperti:1. Taman2. Area parkir3. Ruang untuk kegiatan wisata lainnyaSelain itu, Candi Borobudur sendiri juga merupakan bagian dari zona ini.",Arsitektur,"{'bleu': 0.17823406686003745, 'precisions': [0.3404255319148936, 0.1956521739130435, 0.13333333333333333, 0.11363636363636363], 'brevity_penalty': 1.0, 'length_ratio': 1.7407407407407407, 'translation_length': 47, 'reference_length': 27}","{'rouge1': np.float64(0.4666666666666667), 'rouge2': np.float64(0.27586206896551724), 'rougeL': np.float64(0.43333333333333335), 'rougeLsum': np.float64(0.43333333333333335)}",0.9585067629814148,0.31372499465942383
Apa yang dapat ditemukan wisatawan di dalam area fisik Candi Borobudur?,Wisatawan dapat menjelajahi luasnya ruang yang dipenuhi dengan relief-relief Buddha yang menakjubkan.,Arsitektur,"{'bleu': 0.14903515057517, 'precisions': [0.6923076923076923, 0.4166666666666667, 0.2727272727272727, 0.1], 'brevity_penalty': 0.50041992036057, 'length_ratio': 0.5909090909090909, 'translation_length': 13, 'reference_length': 22}","{'rouge1': np.float64(0.5142857142857142), 'rouge2': np.float64(0.36363636363636365), 'rougeL': np.float64(0.4571428571428572), 'rougeLsum': np.float64(0.4571428571428572)}",0.7934226989746094,0.22136878967285156
Mengapa zona 2 penting dalam pengelolaan wisata Candi Borobudur?,"Zona 2 penting dalam pengelolaan wisata Candi Borobudur karena mencakup area yang lebih besar dan melibatkan berbagai fasilitas pendukung seperti taman, area parkir, dan ruang untuk kegiatan wisata lainnya. Dengan demikian, zona 2 membantu meningkatkan kenyamanan dan kemudahan bagi pengunjung, serta memungkinkan pengelolaan wisata yang lebih efektif dan efisien.",Arsitektur,"{'bleu': 0.08567433294566594, 'precisions': [0.38181818181818183, 0.12962962962962962, 0.05660377358490566, 0.019230769230769232], 'brevity_penalty': 1.0, 'length_ratio': 1.8333333333333333, 'translation_length': 55, 'reference_length': 30}","{'rouge1': np.float64(0.5066666666666667), 'rouge2': np.float64(0.136986301369863), 'rougeL': np.float64(0.3733333333333333), 'rougeLsum': np.float64(0.3733333333333333)}",0.8536439538002014,0.3376178741455078
Apa yang menjadikan kawasan wisata Borobudur menarik bagi pengunjung dari berbagai penjuru dunia?,"Menurut teks yang diberikan, kawasan wisata Candi Borobudur menarik bagi pengunjung karena gabungan antara kekayaan sejarah dan keindahan alam di sekitarnya. Selain itu, kawasan wisata ini menawarkan pengalaman yang mendalam bagi pengunjungnya karena terdapat berbagai fasilitas pendukung seperti taman, area parkir, dan ruang untuk kegiatan wisata lainnya.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.39622641509433965, 0.15384615384615385, 0.0392156862745098, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.962962962962963, 'translation_length': 53, 'reference_length': 27}","{'rouge1': np.float64(0.4927536231884059), 'rouge2': np.float64(0.20895522388059704), 'rougeL': np.float64(0.40579710144927533), 'rougeLsum': np.float64(0.40579710144927533)}",0.8269626498222351,0.32677745819091797
Berapa jumlah total arca Buddha di Candi Borobudur?,"Dalam konteks yang diberikan, total jumlah arca Buddha di Candi Borobudur adalah 504.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.6, 0.14285714285714285, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.0714285714285714, 'translation_length': 15, 'reference_length': 14}","{'rouge1': np.float64(0.6153846153846154), 'rouge2': np.float64(0.16666666666666666), 'rougeL': np.float64(0.38461538461538464), 'rougeLsum': np.float64(0.38461538461538464)}",0.8095187544822693,0.24198222160339355
"Berapa jumlah arca Buddha yang ditempatkan di dalam stupa, dan apa makna penempatannya?","Dalam teks tersebut, disebutkan bahwa dari total 504 arca Buddha yang menghiasi Candi Borobudur, sebanyak 72 arca Buddha ditempatkan di dalam stupa-stupa kecil. Makna penempatannya adalah menciptakan suasana sakral dan penuh makna, serta menggambarkan perjalanan spiritual dalam ajaran Buddha.",Arsitektur,"{'bleu': 0.24460949326708067, 'precisions': [0.4090909090909091, 0.27906976744186046, 0.21428571428571427, 0.14634146341463414], 'brevity_penalty': 1.0, 'length_ratio': 1.8333333333333333, 'translation_length': 44, 'reference_length': 24}","{'rouge1': np.float64(0.5714285714285714), 'rouge2': np.float64(0.459016393442623), 'rougeL': np.float64(0.5714285714285714), 'rougeLsum': np.float64(0.5714285714285714)}",0.8871776461601257,0.33109283447265625
Apa makna dari tata letak arca-arca Buddha di dalam stupa-stupa Candi Borobudur?,"Makna dari tata letak arca-arca Buddha di dalam stupa-stupa Candi Borobudur adalah suatu simbolisasi yang menciptakan suatu tata letak yang mendalam dan penuh makna. Dengan penempatan yang teliti, setiap stupa menggenggam sejumlah arca Buddha, menciptakan pengalaman visual dan spiritual bagi para pengunjungnya.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.2608695652173913, 0.044444444444444446, 0.022727272727272728, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.7692307692307692, 'translation_length': 46, 'reference_length': 26}","{'rouge1': np.float64(0.34782608695652173), 'rouge2': np.float64(0.14925373134328357), 'rougeL': np.float64(0.2608695652173913), 'rougeLsum': np.float64(0.2608695652173913)}",0.8850928544998169,0.34046268463134766
Apa yang ditunjukkan oleh arca-arca Buddha di Candi Borobudur dari sisi seni dan budaya?,"Dalam konteks yang disebutkan, arca-arca Buddha di Candi Borobudur tidak hanya menunjukkan keindahan seni dan ukiran khas pada masa lampau, tetapi juga menggambarkan perjalanan spiritual dalam ajaran Buddha. Mereka menjadi representasi dari keindahan seni dan budaya pada masa itu.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.3023255813953488, 0.047619047619047616, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.7916666666666667, 'translation_length': 43, 'reference_length': 24}","{'rouge1': np.float64(0.4126984126984127), 'rouge2': np.float64(0.09836065573770493), 'rougeL': np.float64(0.3174603174603175), 'rougeLsum': np.float64(0.3174603174603175)}",0.8409931659698486,0.29218125343322754
Mengapa arca Buddha dalam stupa di Borobudur dianggap memberikan pengalaman spiritual mendalam?,"Arca Buddha dalam stupa di Borobudur dianggap memberikan pengalaman spiritual mendalam karena beberapa alasan. Pertama, arca-arca Buddha ini tidak hanya menjadi representasi dari keindahan seni dan ukiran khas pada masa itu, tetapi juga menggambarkan perjalanan spiritual dalam ajaran Buddha. Dengan demikian, arca-arca Buddha ini dapat membantu pengunjung untuk memahami dan merasakan makna spiritual dari ajaran Buddha.Kedua, penempatan arca-arca Buddha di dalam stupa-stupa yang teratur dan simbolis dapat membantu pengunjung untuk mengalami perjalanan visual dan spiritual. Dengan melihat arca-arca Buddha yang ditempatkan di dalam stupa-stupa, pengunjung dapat merasakan suasana sakral dan penuh makna yang menciptakan pengalaman spiritual mendalam.Jadi, arca Buddha dalam stupa di Borobudur dianggap memberikan pengalaman spiritual mendalam karena representasi makna spiritual dari ajaran Buddha dan penempatan yang simbolis dan teratur.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.1925925925925926, 0.05970149253731343, 0.015037593984962405, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 4.354838709677419, 'translation_length': 135, 'reference_length': 31}","{'rouge1': np.float64(0.2948717948717948), 'rouge2': np.float64(0.1038961038961039), 'rougeL': np.float64(0.16666666666666666), 'rougeLsum': np.float64(0.16666666666666666)}",0.7471274733543396,0.5327527523040771
Apa makna dari bentuk piramida bertingkat-tingkat pada Candi Borobudur?,Bentuk piramida bertingkat-tingkat pada Candi Borobudur melambangkan konsep kosmologi Buddha Mahayana tentang alam semesta.,Arsitektur,"{'bleu': 0.0, 'precisions': [0.8, 0.5, 0.23076923076923078, 0.0], 'brevity_penalty': 0.5866462195100318, 'length_ratio': 0.6521739130434783, 'translation_length': 15, 'reference_length': 23}","{'rouge1': np.float64(0.6486486486486486), 'rouge2': np.float64(0.4571428571428571), 'rougeL': np.float64(0.6486486486486486), 'rougeLsum': np.float64(0.6486486486486486)}",0.9356503486633301,0.23623299598693848
Apa yang digambarkan oleh relief dan patung-patung Buddha di Candi Borobudur?,Relief dan patung-patung Buddha di Candi Borobudur digambarkan sebagai bentuk penghormatan terhadap Buddha dan menggambarkan ajaran-ajarannya.,Arsitektur,"{'bleu': 0.0, 'precisions': [0.4117647058823529, 0.0625, 0.0, 0.0], 'brevity_penalty': 0.5235834657149969, 'length_ratio': 0.6071428571428571, 'translation_length': 17, 'reference_length': 28}","{'rouge1': np.float64(0.3902439024390244), 'rouge2': np.float64(0.10256410256410256), 'rougeL': np.float64(0.24390243902439024), 'rougeLsum': np.float64(0.24390243902439024)}",0.8166484832763672,0.25777411460876465
Mengapa Candi Borobudur disebut sebagai monumen Buddha terbesar di dunia?,Candi Borobudur disebut sebagai monumen Buddha terbesar di dunia karena ukurannya yang besar dan megah.,Arsitektur,"{'bleu': 0.07377114893893971, 'precisions': [0.5, 0.26666666666666666, 0.21428571428571427, 0.15384615384615385], 'brevity_penalty': 0.2865047968601901, 'length_ratio': 0.4444444444444444, 'translation_length': 16, 'reference_length': 36}","{'rouge1': np.float64(0.3333333333333333), 'rouge2': np.float64(0.17391304347826086), 'rougeL': np.float64(0.20833333333333331), 'rougeLsum': np.float64(0.20833333333333331)}",0.6819601655006409,0.24946856498718262
Bagaimana arsitektur Candi Borobudur mencerminkan ajaran Buddha Mahayana?,"Arsitektur Candi Borobudur mencerminkan ajaran Buddha Mahayana melalui konsep kosmologi Buddha Mahayana tentang alam semesta. Candi Borobudur dibangun menyerupai piramida bertingkat-tingkat yang terdiri dari 10 tingkat, yang melambangkan konsep alam semesta yang terdiri dari 10 tingkat atau dimensi. Dengan demikian, arsitektur Candi Borobudur mencerminkan ajaran Buddha Mahayana tentang kesadaran spiritual yang meningkat dan kemajuan jiwa menuju kesempurnaan.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.14516129032258066, 0.0, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.2142857142857144, 'translation_length': 62, 'reference_length': 28}","{'rouge1': np.float64(0.2), 'rouge2': np.float64(0.0), 'rougeL': np.float64(0.175), 'rougeLsum': np.float64(0.175)}",0.567831814289093,0.37926721572875977
Apa fungsi simbolis dari keseluruhan desain Candi Borobudur?,"Fungsi simbolis dari keseluruhan desain Candi Borobudur adalah melambangkan konsep kosmologi Buddha Mahayana tentang alam semesta. Dengan bentuk piramida bertingkat-tingkat, Candi Borobudur menggambarkan struktur alam semesta yang terdiri dari 10 tingkat, yang melambangkan kesadaran spiritual dan pencapaian tahap-tahap spiritual dalam agama Buddha. Selain itu, relief cerita kehidupan Buddha dan patung-patung Buddha dalam berbagai mudra juga melambangkan ajaran-ajaran Buddha dan penghormatan terhadap Buddha.",Arsitektur,"{'bleu': 0.0, 'precisions': [0.16176470588235295, 0.014925373134328358, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.5185185185185186, 'translation_length': 68, 'reference_length': 27}","{'rouge1': np.float64(0.19999999999999998), 'rouge2': np.float64(0.022727272727272728), 'rougeL': np.float64(0.13333333333333333), 'rougeLsum': np.float64(0.13333333333333333)}",0.7734729051589966,0.3742821216583252
Apa fungsi utama dari lubang-lubang pada stupa Candi Borobudur secara religius?,"Lubang-lubang pada stupa Candi Borobudur memiliki peran yang sangat mendalam dalam konteks religius. Fungsi utama dari lubang-lubang ini adalah sebagai tempat yang disakralkan untuk meletakkan abu jenazah, yang dianggap sebagai bentuk penghormatan dan ritual keagamaan yang khusus.",Arsitektur,"{'bleu': 0.22915295704820032, 'precisions': [0.45, 0.3076923076923077, 0.18421052631578946, 0.10810810810810811], 'brevity_penalty': 1.0, 'length_ratio': 1.9047619047619047, 'translation_length': 40, 'reference_length': 21}","{'rouge1': np.float64(0.5762711864406781), 'rouge2': np.float64(0.42105263157894735), 'rougeL': np.float64(0.5084745762711865), 'rougeLsum': np.float64(0.5084745762711865)}",0.8421410322189331,0.2975733280181885
Mengapa penempatan abu jenazah dalam stupa dianggap penting dalam ajaran Buddha?,"Penempatan abu jenazah dalam stupa dianggap penting dalam ajaran Buddha karena memiliki nilai religius dan simbolis yang mendalam. Dalam perspektif keagamaan, penempatan abu jenazah di dalam stupa dianggap sebagai bentuk penghormatan dan ritual keagamaan yang khusus. Proses ini menciptakan hubungan spiritual antara orang yang meninggal dan ajaran Buddha, serta memperkuat keyakinan akan reinkarnasi dan perjalanan roh setelah kematian.Selain itu, penempatan abu jenazah dalam stupa juga mencerminkan konsep gunung Meru dalam ajaran Buddha, yang dianggap sebagai pusat alam semesta. Dengan menempatkan abu jenazah di dalam lubang-lubang pada stupa, menciptakan representasi dari perjalanan roh yang menuju pusat spiritual dan kosmis.",Arsitektur,"{'bleu': 0.09269156175214713, 'precisions': [0.2018348623853211, 0.12962962962962962, 0.07476635514018691, 0.03773584905660377], 'brevity_penalty': 1.0, 'length_ratio': 4.1923076923076925, 'translation_length': 109, 'reference_length': 26}","{'rouge1': np.float64(0.3548387096774193), 'rouge2': np.float64(0.21311475409836067), 'rougeL': np.float64(0.33870967741935487), 'rougeLsum': np.float64(0.33870967741935487)}",0.8336308002471924,0.48750782012939453
Apa makna simbolis dari lubang-lubang pada stupa Candi Borobudur menurut ajaran Buddhisme?,"Makna simbolis dari lubang-lubang pada stupa Candi Borobudur menurut ajaran Buddhisme adalah sebagai representasi dari perjalanan roh yang menuju pusat spiritual dan kosmis, yaitu gunung Meru. Pada ajaran Buddha, gunung Meru dianggap sebagai pusat alam semesta, dan dengan menempatkan abu jenazah di dalam lubang-lubang pada stupa, menciptakan hubungan spiritual antara orang yang meninggal dan ajaran Buddha.",Arsitektur,"{'bleu': 0.07077886966793102, 'precisions': [0.25806451612903225, 0.11475409836065574, 0.05, 0.01694915254237288], 'brevity_penalty': 1.0, 'length_ratio': 2.5833333333333335, 'translation_length': 62, 'reference_length': 24}","{'rouge1': np.float64(0.4), 'rouge2': np.float64(0.20512820512820512), 'rougeL': np.float64(0.25000000000000006), 'rougeLsum': np.float64(0.25000000000000006)}",0.8272886276245117,0.3410313129425049
Bagaimana fungsi arsitektural dan spiritual lubang-lubang stupa saling melengkapi?,"Fungsi arsitektural dan spiritual lubang-lubang stupa pada Candi Borobudur saling melengkapi dalam beberapa cara:1. **Menghubungkan dengan konsep Gunung Meru**: Lubang-lubang stupa mencerminkan konsep Gunung Meru dalam ajaran Buddha, yang dianggap sebagai pusat alam semesta. Dengan demikian, lubang-lubang stupa menjadi representasi dari perjalanan roh yang menuju pusat spiritual dan kosmis.2. **Menciptakan hubungan spiritual**: Penempatan abu jenazah di dalam stupa dianggap sebagai bentuk penghormatan dan ritual keagamaan yang khusus. Proses ini menciptakan hubungan spiritual antara orang yang meninggal dan ajaran Buddha, serta memperkuat keyakinan akan reinkarnasi dan perjalanan roh setelah kematian.3. **Menghubungkan dengan konsep reinkarnasi**: Lubang-lubang stupa juga terkait dengan konsep reinkarnasi dalam ajaran Buddha. Dengan menempatkan abu jenazah di",Arsitektur,"{'bleu': 0.0, 'precisions': [0.09420289855072464, 0.0, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 4.451612903225806, 'translation_length': 138, 'reference_length': 31}","{'rouge1': np.float64(0.14184397163120566), 'rouge2': np.float64(0.0), 'rougeL': np.float64(0.12765957446808512), 'rougeLsum': np.float64(0.12765957446808512)}",0.5947245359420776,0.5530695915222168
Bagaimana lubang-lubang pada stupa mencerminkan konsep perjalanan roh dalam Buddhisme?,"Lubang-lubang pada stupa Candi Borobudur mencerminkan konsep perjalanan roh dalam Buddhisme dengan cara menggambarkan perjalanan roh yang menuju pusat spiritual dan kosmis. Menurut ajaran Buddha, setelah kematian, roh seseorang akan melakukan perjalanan melalui beberapa tingkat spiritual sebelum mencapai nirwana. Lubang-lubang pada stupa dapat diibaratkan sebagai representasi dari perjalanan roh ini.Dalam konteks ini, lubang-lubang pada stupa dapat diartikan sebagai:- Puncak gunung Meru: Puncak gunung Meru dianggap sebagai pusat alam semesta dalam Buddhisme. Lubang-lubang pada stupa dapat diibaratkan sebagai puncak gunung Meru, yaitu tempat di mana roh seseorang mencapai tingkat spiritual tertinggi.- Perjalanan roh: Lubang-lubang pada stupa juga dapat diartikan sebagai perjalanan roh yang menuju pusat spiritual dan kosmis. Dengan menempatkan abu jenazah di dalam",Arsitektur,"{'bleu': 0.0, 'precisions': [0.13953488372093023, 0.0234375, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 4.961538461538462, 'translation_length': 129, 'reference_length': 26}","{'rouge1': np.float64(0.23776223776223773), 'rouge2': np.float64(0.056737588652482275), 'rougeL': np.float64(0.15384615384615385), 'rougeLsum': np.float64(0.15384615384615385)}",0.7735119462013245,0.5404186248779297
"Apa pola yang dibentuk Candi Borobudur jika dilihat dari atas, dan apa maknanya?","Jika dilihat dari atas, Candi Borobudur membentuk pola Mandala besar. Mandala adalah pola rumit yang tersusun atas bujursangkar dan lingkaran konsentris yang melambangkan kosmos atau alam semesta.",Arsitektur,"{'bleu': 0.29166980826665706, 'precisions': [0.5666666666666667, 0.3448275862068966, 0.25, 0.14814814814814814], 'brevity_penalty': 1.0, 'length_ratio': 1.25, 'translation_length': 30, 'reference_length': 24}","{'rouge1': np.float64(0.6399999999999999), 'rouge2': np.float64(0.4583333333333333), 'rougeL': np.float64(0.6), 'rougeLsum': np.float64(0.6)}",0.908653736114502,0.28316283226013184
